2015-12-10 23:11:12,417 - INFO  [main:QuorumPeerConfig@101] - Reading configuration from: /etc/zookeeper/conf/zoo.cfg
2015-12-10 23:11:14,244 - INFO  [WorkerSender[myid=1]:QuorumCnxManager@190] - Have smaller server identifier, so dropping the connection: (2, 1)
2015-12-10 23:11:14,253 - INFO  [n5/10.0.0.6:3888:QuorumCnxManager$Listener@493] - Received connection request /10.0.0.5:58527
2015-12-10 23:11:14,262 - INFO  [WorkerSender[myid=1]:QuorumCnxManager@190] - Have smaller server identifier, so dropping the connection: (3, 1)
2015-12-10 23:11:14,263 - INFO  [WorkerSender[myid=1]:QuorumCnxManager@190] - Have smaller server identifier, so dropping the connection: (4, 1)
2015-12-10 23:11:14,266 - INFO  [n5/10.0.0.6:3888:QuorumCnxManager$Listener@493] - Received connection request /10.0.0.3:54880
2015-12-10 23:11:14,272 - INFO  [WorkerSender[myid=1]:QuorumCnxManager@190] - Have smaller server identifier, so dropping the connection: (5, 1)
2015-12-10 23:11:14,277 - INFO  [n5/10.0.0.6:3888:QuorumCnxManager$Listener@493] - Received connection request /10.0.0.2:59671
2015-12-10 23:11:14,276 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), LOOKING (n.state), 2 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,282 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), FOLLOWING (n.state), 2 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,283 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), LOOKING (n.state), 1 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,287 - INFO  [n5/10.0.0.6:3888:QuorumCnxManager$Listener@493] - Received connection request /10.0.0.4:35961
2015-12-10 23:11:14,320 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), FOLLOWING (n.state), 2 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,320 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), LOOKING (n.state), 3 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,320 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), FOLLOWING (n.state), 3 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,320 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), LOOKING (n.state), 4 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,320 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), FOLLOWING (n.state), 4 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,320 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), FOLLOWING (n.state), 4 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,320 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), LOOKING (n.state), 5 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,321 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), LEADING (n.state), 5 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,321 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), LEADING (n.state), 5 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,327 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x5600000017 (n.zxid), 0xae (n.round), FOLLOWING (n.state), 3 (n.sid), 0x56 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:11:14,530 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:QuorumPeer@738] - FOLLOWING
2015-12-10 23:11:14,549 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Learner@85] - TCP NoDelay set to: true
2015-12-10 23:11:14,600 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:zookeeper.version=3.4.5--1, built on 03/16/2014 21:36 GMT
2015-12-10 23:11:14,600 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:host.name=n5
2015-12-10 23:11:14,600 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.version=1.8.0_66
2015-12-10 23:11:14,661 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.vendor=Oracle Corporation
2015-12-10 23:11:14,662 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.home=/usr/lib/jvm/java-8-oracle/jre
2015-12-10 23:11:14,662 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.class.path=/etc/zookeeper/conf:/usr/share/java/jline.jar:/usr/share/java/log4j-1.2.jar:/usr/share/java/xercesImpl.jar:/usr/share/java/xmlParserAPIs.jar:/usr/share/java/netty.jar:/usr/share/java/slf4j-api.jar:/usr/share/java/slf4j-log4j12.jar:/usr/share/java/zookeeper.jar
2015-12-10 23:11:14,662 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib64:/lib64:/lib:/usr/lib
2015-12-10 23:11:14,662 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.io.tmpdir=/tmp
2015-12-10 23:11:14,662 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.compiler=<NA>
2015-12-10 23:11:14,667 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:os.name=Linux
2015-12-10 23:11:14,667 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:os.arch=amd64
2015-12-10 23:11:14,667 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:os.version=4.1.12-boot2docker
2015-12-10 23:11:14,667 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:user.name=zookeeper
2015-12-10 23:11:14,667 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:user.home=/var/lib/zookeeper
2015-12-10 23:11:14,668 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:user.dir=/
2015-12-10 23:11:14,668 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@162] - Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /var/lib/zookeeper/version-2 snapdir /var/lib/zookeeper/version-2
2015-12-10 23:11:14,669 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Follower@63] - FOLLOWING - LEADER ELECTION TOOK - 492
2015-12-10 23:11:14,753 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Learner@325] - Getting a snapshot from leader
2015-12-10 23:11:14,861 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:FileTxnSnapLog@240] - Snapshotting: 0x570000000e to /var/lib/zookeeper/version-2/snapshot.570000000e
2015-12-10 23:11:15,773 - WARN  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Follower@118] - Got zxid 0x570000000f expected 0x1
2015-12-10 23:11:15,774 - INFO  [SyncThread:1:FileTxnLog@199] - Creating new log file: log.570000000f
2015-12-10 23:11:33,225 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /0:0:0:0:0:0:0:1:44729
2015-12-10 23:11:33,640 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@793] - Connection request from old client /0:0:0:0:0:0:0:1:44729; will be dropped if server is in r-o mode
2015-12-10 23:11:33,652 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@839] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:44729
2015-12-10 23:11:33,665 - INFO  [CommitProcessor:1:ZooKeeperServer@595] - Established session 0x1518e29adad0000 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:44729
2015-12-10 23:11:36,398 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:42335
2015-12-10 23:11:36,398 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@793] - Connection request from old client /127.0.0.1:42335; will be dropped if server is in r-o mode
2015-12-10 23:11:36,398 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@839] - Client attempting to establish new session at /127.0.0.1:42335
2015-12-10 23:11:36,403 - INFO  [CommitProcessor:1:ZooKeeperServer@595] - Established session 0x1518e29adad0001 with negotiated timeout 4000 for client /127.0.0.1:42335
2015-12-10 23:11:36,412 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /0:0:0:0:0:0:0:1:44735
2015-12-10 23:11:36,412 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@793] - Connection request from old client /0:0:0:0:0:0:0:1:44735; will be dropped if server is in r-o mode
2015-12-10 23:11:36,412 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@839] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:44735
2015-12-10 23:11:36,416 - INFO  [CommitProcessor:1:ZooKeeperServer@595] - Established session 0x1518e29adad0002 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:44735
2015-12-10 23:14:46,324 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /10.0.0.2:40707
2015-12-10 23:14:46,325 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@793] - Connection request from old client /10.0.0.2:40707; will be dropped if server is in r-o mode
2015-12-10 23:14:46,325 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@832] - Client attempting to renew session 0x5518e29742d0001 at /10.0.0.2:40707
2015-12-10 23:14:46,325 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@107] - Revalidating client: 0x5518e29742d0001
2015-12-10 23:14:46,326 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@595] - Established session 0x5518e29742d0001 with negotiated timeout 10000 for client /10.0.0.2:40707
2015-12-10 23:14:46,335 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /10.0.0.2:40708
2015-12-10 23:14:46,336 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@793] - Connection request from old client /10.0.0.2:40708; will be dropped if server is in r-o mode
2015-12-10 23:14:46,336 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@832] - Client attempting to renew session 0x5518e29742d0000 at /10.0.0.2:40708
2015-12-10 23:14:46,336 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@107] - Revalidating client: 0x5518e29742d0000
2015-12-10 23:14:46,339 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@595] - Established session 0x5518e29742d0000 with negotiated timeout 10000 for client /10.0.0.2:40708
2015-12-10 23:14:50,026 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /10.0.0.6:56317
2015-12-10 23:14:50,026 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@793] - Connection request from old client /10.0.0.6:56317; will be dropped if server is in r-o mode
2015-12-10 23:14:50,026 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@832] - Client attempting to renew session 0x3518e2989a40000 at /10.0.0.6:56317
2015-12-10 23:14:50,027 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@107] - Revalidating client: 0x3518e2989a40000
2015-12-10 23:14:50,031 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@595] - Established session 0x3518e2989a40000 with negotiated timeout 10000 for client /10.0.0.6:56317
2015-12-10 23:14:50,050 - WARN  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Follower@89] - Exception when following the leader
java.io.EOFException
	at java.io.DataInputStream.readInt(DataInputStream.java:392)
	at org.apache.jute.BinaryInputArchive.readInt(BinaryInputArchive.java:63)
	at org.apache.zookeeper.server.quorum.QuorumPacket.deserialize(QuorumPacket.java:83)
	at org.apache.jute.BinaryInputArchive.readRecord(BinaryInputArchive.java:108)
	at org.apache.zookeeper.server.quorum.Learner.readPacket(Learner.java:152)
	at org.apache.zookeeper.server.quorum.Follower.followLeader(Follower.java:85)
	at org.apache.zookeeper.server.quorum.QuorumPeer.run(QuorumPeer.java:740)
2015-12-10 23:14:50,062 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Follower@166] - shutdown called
java.lang.Exception: shutdown Follower
	at org.apache.zookeeper.server.quorum.Follower.shutdown(Follower.java:166)
	at org.apache.zookeeper.server.quorum.QuorumPeer.run(QuorumPeer.java:744)
2015-12-10 23:14:50,068 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:NIOServerCnxn@1001] - Closed socket connection for client /0:0:0:0:0:0:0:1:44735 which had sessionid 0x1518e29adad0002
2015-12-10 23:14:50,074 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:NIOServerCnxn@1001] - Closed socket connection for client /127.0.0.1:42335 which had sessionid 0x1518e29adad0001
2015-12-10 23:14:50,080 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:NIOServerCnxn@1001] - Closed socket connection for client /10.0.0.2:40707 which had sessionid 0x5518e29742d0001
2015-12-10 23:14:50,082 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:NIOServerCnxn@1001] - Closed socket connection for client /10.0.0.2:40708 which had sessionid 0x5518e29742d0000
2015-12-10 23:14:50,083 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:NIOServerCnxn@1001] - Closed socket connection for client /10.0.0.6:56317 which had sessionid 0x3518e2989a40000
2015-12-10 23:14:50,086 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:NIOServerCnxn@1001] - Closed socket connection for client /0:0:0:0:0:0:0:1:44729 which had sessionid 0x1518e29adad0000
2015-12-10 23:14:50,096 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:42425
2015-12-10 23:14:50,099 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 5 (n.leader), 0x570000006a (n.zxid), 0xaf (n.round), LOOKING (n.state), 5 (n.sid), 0x57 (n.peerEPoch), FOLLOWING (my state)
2015-12-10 23:14:50,096 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2015-12-10 23:14:50,099 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1001] - Closed socket connection for client /127.0.0.1:42425 (no session established for client)
2015-12-10 23:14:50,100 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /0:0:0:0:0:0:0:1:44825
2015-12-10 23:14:50,100 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2015-12-10 23:14:50,100 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1001] - Closed socket connection for client /0:0:0:0:0:0:0:1:44825 (no session established for client)
2015-12-10 23:14:50,105 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:FollowerZooKeeperServer@139] - Shutting down
2015-12-10 23:14:50,105 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@419] - shutting down
2015-12-10 23:14:50,105 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:FollowerRequestProcessor@105] - Shutting down
2015-12-10 23:14:50,105 - INFO  [FollowerRequestProcessor:1:FollowerRequestProcessor@95] - FollowerRequestProcessor exited loop!
2015-12-10 23:14:50,109 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:CommitProcessor@181] - Shutting down
2015-12-10 23:14:50,109 - INFO  [CommitProcessor:1:CommitProcessor@150] - CommitProcessor exited loop!
2015-12-10 23:14:50,109 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:FinalRequestProcessor@415] - shutdown of request processor complete
2015-12-10 23:14:50,110 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:SyncRequestProcessor@175] - Shutting down
2015-12-10 23:14:50,110 - INFO  [SyncThread:1:SyncRequestProcessor@155] - SyncRequestProcessor exited!
2015-12-10 23:14:50,112 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:QuorumPeer@670] - LOOKING
2015-12-10 23:14:50,117 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:FileSnap@83] - Reading snapshot /var/lib/zookeeper/version-2/snapshot.570000000e
2015-12-10 23:14:50,131 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:FastLeaderElection@740] - New election. My id =  1, proposed zxid=0x570000006b
2015-12-10 23:14:50,132 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 1 (n.leader), 0x570000006b (n.zxid), 0xaf (n.round), LOOKING (n.state), 1 (n.sid), 0x57 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:14:50,133 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 1 (n.leader), 0x570000006b (n.zxid), 0xaf (n.round), LOOKING (n.state), 5 (n.sid), 0x57 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:14:50,334 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 1 (n.leader), 0x570000006b (n.zxid), 0xaf (n.round), LOOKING (n.state), 1 (n.sid), 0x57 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:14:50,334 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:FastLeaderElection@774] - Notification time out: 400
2015-12-10 23:14:50,537 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 1 (n.leader), 0x570000006b (n.zxid), 0xaf (n.round), LOOKING (n.state), 5 (n.sid), 0x57 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:14:50,690 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:42439
2015-12-10 23:14:50,692 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2015-12-10 23:14:50,692 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1001] - Closed socket connection for client /127.0.0.1:42439 (no session established for client)
2015-12-10 23:14:50,938 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 1 (n.leader), 0x570000006b (n.zxid), 0xaf (n.round), LOOKING (n.state), 5 (n.sid), 0x57 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:14:51,339 - INFO  [WorkerReceiver[myid=1]:FastLeaderElection@542] - Notification: 1 (n.leader), 0x570000006b (n.zxid), 0xaf (n.round), LOOKING (n.state), 1 (n.sid), 0x57 (n.peerEPoch), LOOKING (my state)
2015-12-10 23:14:51,340 - INFO  [QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:FastLeaderElection@774] - Notification time out: 800
2015-12-10 23:14:51,443 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:42457
2015-12-10 23:14:51,443 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2015-12-10 23:14:51,443 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1001] - Closed socket connection for client /127.0.0.1:42457 (no session established for client)
2015-12-10 23:14:51,443 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /0:0:0:0:0:0:0:1:44857
2015-12-10 23:14:51,443 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2015-12-10 23:14:51,444 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1001] - Closed socket connection for client /0:0:0:0:0:0:0:1:44857 (no session established for client)
2015-12-10 23:14:51,446 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:42460
2015-12-10 23:14:51,446 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2015-12-10 23:14:51,446 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1001] - Closed socket connection for client /127.0.0.1:42460 (no session established for client)
2015-12-10 23:14:51,446 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /0:0:0:0:0:0:0:1:44860
2015-12-10 23:14:51,446 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2015-12-10 23:14:51,446 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1001] - Closed socket connection for client /0:0:0:0:0:0:0:1:44860 (no session established for client)
2015-12-10 23:14:51,657 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /0:0:0:0:0:0:0:1:44862
2015-12-10 23:14:51,658 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2015-12-10 23:14:51,658 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1001] - Closed socket connection for client /0:0:0:0:0:0:0:1:44862 (no session established for client)
2015-12-10 23:14:51,870 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:42470
2015-12-10 23:14:51,871 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2015-12-10 23:14:51,871 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1001] - Closed socket connection for client /127.0.0.1:42470 (no session established for client)
2015-12-10 23:14:52,054 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /0:0:0:0:0:0:0:1:44870
2015-12-10 23:14:52,056 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
